date,fund,fund_id,universe,method,weight_effective_date,portfolio_lagged_sentiment,total_equity_weight,observed_equity_weight,missing_equity_weight,sentiment_weight_coverage,observed_sector_count,missing_sector_count,latest_signal_source_date
2023-03-15,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.10518682400793648,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-14
2023-03-16,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.10913185126262623,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-15
2023-03-17,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.10095798419913418,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-16
2023-03-20,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.07882291785714282,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-17
2023-03-21,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.13719903730158725,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-20
2023-03-22,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.1627256051587301,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-21
2023-03-23,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.10450067595591539,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-22
2023-03-24,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.12302336309523808,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-23
2023-03-27,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.12621524935064934,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-24
2023-03-28,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.10956543592796088,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-27
2023-03-29,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.20303013690476185,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-28
2023-03-30,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.09335667499999997,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-29
2023-03-31,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.1641786078449328,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-30
2023-04-03,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-03-02,0.13808711507936505,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-03-31
2023-04-04,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.08953654451885078,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-03
2023-04-05,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.1264590543290043,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-04
2023-04-06,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.09464269414065463,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-05
2023-04-10,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.1612106547008547,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-06
2023-04-11,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.13700520919379056,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-10
2023-04-12,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.08833174590964589,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-11
2023-04-13,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.11563645634920633,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-12
2023-04-14,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.05082497583542187,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-13
2023-04-17,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.10977991504329002,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-14
2023-04-18,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.10421957167723225,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-17
2023-04-19,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.08818060764790761,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-18
2023-04-20,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.12958445569561153,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-19
2023-04-21,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.09459677921245417,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-20
2023-04-24,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.10548080071595067,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-21
2023-04-25,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.11239033846292594,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-24
2023-04-26,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.08906868559773558,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-25
2023-04-27,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.09351838833874458,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-26
2023-04-28,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.09017059166666662,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-27
2023-05-01,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-04-04,0.09486719688435814,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-04-28
2023-05-02,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.06289116697994983,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-01
2023-05-03,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.057551701190476166,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-02
2023-05-04,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.04075593298653959,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-03
2023-05-05,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.07872890595238091,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-04
2023-05-08,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.12173162380952378,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-05
2023-05-09,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.1302121347338935,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-08
2023-05-10,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.10523105134310132,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-09
2023-05-11,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.08356109084249083,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-10
2023-05-12,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.16354195283189032,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-11
2023-05-15,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.11649574696969694,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-12
2023-05-16,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.11062275985125983,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-15
2023-05-17,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.09067660310245307,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-16
2023-05-18,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.05760810303030301,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-17
2023-05-19,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.08813647638888884,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-18
2023-05-22,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.09803973516842633,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-19
2023-05-23,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.09642881766566763,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-22
2023-05-24,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.07008514285714286,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-23
2023-05-25,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.05656254682539681,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-24
2023-05-26,Combined Equal Weight,combined_equal_weight,Combined,equal_weight,2023-05-02,0.10374967747902214,0.8333333333333302,0.8333333333333302,0.0,1.0,10,0,2023-05-25
