effective_date,fund,fund_id,universe,method,allocation_group,target_weight
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.1701585795183018
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,1.928299844314557e-17
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,0.031211191855891114
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.18091453502119131
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.07845780179779367
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,1.504110353916435e-17
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.18547711223163973
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,0.011082035291086947
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,0.10010962135637283
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.2207562734626462
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.15629584859054949
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,0.004515183712296401
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,0.04415020199005061
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.18562486738251444
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.08285973577131503
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,0.0008494426375483032
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.18546310145777334
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,0.021729487959344408
2021-10-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,0.09775585703596083
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.1910009683496974
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.18509014460616421
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,0.0048380849002871
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,0.06295312816211493
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.18965902149627345
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.07080779663289573
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,0.001207715796838927
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.15792737774380794
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,0.03532357370399652
2021-11-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,0.10119218860792271
2021-12-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.177975841715652
2021-12-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.16243048319983489
2021-12-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,0.02630068930010012
2021-12-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,0.051581183975122555
